File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r20d50413t,http://193.205.194.113/RAISE/NEF/r20d50413t.NEF,http://193.205.194.113/RAISE/TIFF/r20d50413t.TIF,9/20/2014 19:57,8/14/2012 12:16,18.3 MB,L (4928 x 3264),16:01.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/10s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,Indoor; buildings
r20d52f7at,http://193.205.194.113/RAISE/NEF/r20d52f7at.NEF,http://193.205.194.113/RAISE/TIFF/r20d52f7at.TIF,9/20/2014 17:00,8/21/2012 9:23,19.7 MB,L (4928 x 3264),23:51.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/125s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,1,0,,,,,,,,,,,,,,,,,outdoor
r20d85ffat,http://193.205.194.113/RAISE/NEF/r20d85ffat.NEF,http://193.205.194.113/RAISE/TIFF/r20d85ffat.TIF,9/21/2014 7:18,2/9/2013 12:04,18.9 MB,L (4928 x 3264),04:58.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/400s,Aperture Priority,+0.7EV,,Matrix,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r20dd733et,http://193.205.194.113/RAISE/NEF/r20dd733et.NEF,http://193.205.194.113/RAISE/TIFF/r20dd733et.TIF,9/21/2014 8:29,7/27/2013 8:49,20.1 MB,L (4928 x 3264),49:19.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/20s,Aperture Priority,0EV,,Matrix,ISO 1000,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,Indoor; buildings
r20e3feb9t,http://193.205.194.113/RAISE/NEF/r20e3feb9t.NEF,http://193.205.194.113/RAISE/TIFF/r20e3feb9t.TIF,9/21/2014 0:03,7/19/2014 12:40,21.5 MB,L (4928 x 3264),40:13.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/14,1/200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r20e496c8t,http://193.205.194.113/RAISE/NEF/r20e496c8t.NEF,http://193.205.194.113/RAISE/TIFF/r20e496c8t.TIF,9/20/2014 19:19,8/8/2012 12:45,21.6 MB,L (4928 x 3264),45:42.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/22,1/400s,Manual,0EV,,Spot,ISO 800,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,0,0,-1,0,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r210198f8t,http://193.205.194.113/RAISE/NEF/r210198f8t.NEF,http://193.205.194.113/RAISE/TIFF/r210198f8t.TIF,9/20/2014 23:45,3/10/2012 9:41,10.7 MB,L (4288 x 2848),41:01.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/100s,Aperture Priority,0EV,,Matrix,0.3EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r21086258t,http://193.205.194.113/RAISE/NEF/r21086258t.NEF,http://193.205.194.113/RAISE/TIFF/r21086258t.TIF,9/21/2014 1:01,6/8/2014 12:13,19.9 MB,L (4928 x 3264),13:42.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/22,1/100s,Shutter Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r210c6e53t,http://193.205.194.113/RAISE/NEF/r210c6e53t.NEF,http://193.205.194.113/RAISE/TIFF/r210c6e53t.TIF,9/20/2014 22:40,2/16/2012 8:55,10.1 MB,L (4288 x 2848),55:36.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/6s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor
r2115038at,http://193.205.194.113/RAISE/NEF/r2115038at.NEF,http://193.205.194.113/RAISE/TIFF/r2115038at.TIF,9/20/2014 22:51,2/17/2012 8:29,10.3 MB,L (4288 x 2848),29:16.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/2000s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,objects; outdoor
r2119f257t,http://193.205.194.113/RAISE/NEF/r2119f257t.NEF,http://193.205.194.113/RAISE/TIFF/r2119f257t.TIF,9/20/2014 22:45,2/17/2012 4:27,9.88 MB,L (4288 x 2848),27:38.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,21mm,AF-A,Auto,ON,,f/4.5,1/400s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor
r212c8ba8t,http://193.205.194.113/RAISE/NEF/r212c8ba8t.NEF,http://193.205.194.113/RAISE/TIFF/r212c8ba8t.TIF,9/21/2014 2:49,5/3/2014 10:20,18.7 MB,L (4928 x 3264),20:41.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/500s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,outdoor
r212e58e0t,http://193.205.194.113/RAISE/NEF/r212e58e0t.NEF,http://193.205.194.113/RAISE/TIFF/r212e58e0t.TIF,9/21/2014 8:35,7/28/2013 8:39,18.5 MB,L (4928 x 3264),39:38.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/4.5,1/400s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r21495154t,http://193.205.194.113/RAISE/NEF/r21495154t.NEF,http://193.205.194.113/RAISE/TIFF/r21495154t.TIF,9/20/2014 17:14,8/21/2012 13:01,20.0 MB,L (4928 x 3264),01:44.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/14,1/125s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r214a3ffet,http://193.205.194.113/RAISE/NEF/r214a3ffet.NEF,http://193.205.194.113/RAISE/TIFF/r214a3ffet.TIF,9/20/2014 16:09,4/11/2014 10:58,23.2 MB,L (4928 x 3264),58:46.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/400s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r214f4f4ct,http://193.205.194.113/RAISE/NEF/r214f4f4ct.NEF,http://193.205.194.113/RAISE/TIFF/r214f4f4ct.TIF,9/20/2014 19:15,8/8/2012 11:05,19.5 MB,L (4928 x 3264),05:45.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/13,1/640s,Auto (Flash Off),0EV,,Matrix,ISO 500,,,,"Auto1, 0, 0",sRGB,ON (Normal),OFF,Auto,,,OFF,[SD] STANDARD,[SD] STANDARD,-,Auto,0,0,Auto,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r21548a0at,http://193.205.194.113/RAISE/NEF/r21548a0at.NEF,http://193.205.194.113/RAISE/TIFF/r21548a0at.TIF,9/21/2014 1:37,6/28/2014 11:06,20.0 MB,L (4928 x 3264),06:18.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,105mm,AF-A,"Dynamic, 21 points",ON,OFF,f/14,1/160s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r215900f0t,http://193.205.194.113/RAISE/NEF/r215900f0t.NEF,http://193.205.194.113/RAISE/TIFF/r215900f0t.TIF,9/21/2014 7:43,1/26/2013 10:06,21.7 MB,L (4928 x 3264),06:37.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/11,1/160s,Manual,+0.7EV,,Spot,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r215ca2a5t,http://193.205.194.113/RAISE/NEF/r215ca2a5t.NEF,http://193.205.194.113/RAISE/TIFF/r215ca2a5t.TIF,9/20/2014 18:23,1/11/2014 12:43,20.1 MB,L (4928 x 3264),43:14.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/250s,Aperture Priority,0EV,,Matrix,ISO 1250,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor
r21694fb0t,http://193.205.194.113/RAISE/NEF/r21694fb0t.NEF,http://193.205.194.113/RAISE/TIFF/r21694fb0t.TIF,9/20/2014 20:57,2/16/2012 8:55,10.1 MB,L (4288 x 2848),55:36.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/6s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r217309det,http://193.205.194.113/RAISE/NEF/r217309det.NEF,http://193.205.194.113/RAISE/TIFF/r217309det.TIF,9/20/2014 20:58,2/16/2012 10:03,10.4 MB,L (4288 x 2848),03:55.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,50mm,AF-A,Auto,ON,,f/5,1/1250s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,outdoor; people
r217c0934t,http://193.205.194.113/RAISE/NEF/r217c0934t.NEF,http://193.205.194.113/RAISE/TIFF/r217c0934t.TIF,9/20/2014 22:42,2/16/2012 10:25,10.9 MB,L (4288 x 2848),25:41.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/11,1/200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r2182877ct,http://193.205.194.113/RAISE/NEF/r2182877ct.NEF,http://193.205.194.113/RAISE/TIFF/r2182877ct.TIF,9/20/2014 17:09,4/12/2014 7:10,18.1 MB,L (4928 x 3264),10:00.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/3.5,1/200s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r2188ccc4t,http://193.205.194.113/RAISE/NEF/r2188ccc4t.NEF,http://193.205.194.113/RAISE/TIFF/r2188ccc4t.TIF,9/20/2014 18:13,1/11/2014 9:53,18.1 MB,L (4928 x 3264),53:51.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/9,1/80s,Manual,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r219c718bt,http://193.205.194.113/RAISE/NEF/r219c718bt.NEF,http://193.205.194.113/RAISE/TIFF/r219c718bt.TIF,9/21/2014 8:07,2/20/2013 16:21,20.2 MB,L (4928 x 3264),21:10.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/4,1/10s,Aperture Priority,0EV,,Matrix,ISO 1600,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r21a8608et,http://193.205.194.113/RAISE/NEF/r21a8608et.NEF,http://193.205.194.113/RAISE/TIFF/r21a8608et.TIF,9/20/2014 18:19,8/24/2012 8:14,21.4 MB,L (4928 x 3264),14:40.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/7.1,1/50s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,0,1,,,,,,,,,,,,,,,,,buildings; outdoor
r21b1a3f5t,http://193.205.194.113/RAISE/NEF/r21b1a3f5t.NEF,http://193.205.194.113/RAISE/TIFF/r21b1a3f5t.TIF,9/21/2014 8:35,7/28/2013 8:35,19.5 MB,L (4928 x 3264),35:37.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,60mm,AF-A,Dynamic,ON,OFF,f/4.8,1/13s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,objects; outdoor
r21b7ba47t,http://193.205.194.113/RAISE/NEF/r21b7ba47t.NEF,http://193.205.194.113/RAISE/TIFF/r21b7ba47t.TIF,9/21/2014 6:33,4/17/2013 8:55,17.7 MB,L (4928 x 3264),55:27.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-C,Single,ON,OFF,f/5.6,1/320s,Programmed Auto,0EV,,Matrix,ISO 160,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r21b7dd1et,http://193.205.194.113/RAISE/NEF/r21b7dd1et.NEF,http://193.205.194.113/RAISE/TIFF/r21b7dd1et.TIF,9/21/2014 7:27,2/3/2013 8:34,20.4 MB,L (4928 x 3264),34:04.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/5,1/640s,Aperture Priority,+0.7EV,,Matrix,ISO 200,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor; people
r21be3924t,http://193.205.194.113/RAISE/NEF/r21be3924t.NEF,http://193.205.194.113/RAISE/TIFF/r21be3924t.TIF,9/20/2014 20:14,8/26/2012 13:05,19.4 MB,L (4928 x 3264),05:08.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/80s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,0,1,,,,,,,,,,,,,,,,,buildings; outdoor
r21c5b1fet,http://193.205.194.113/RAISE/NEF/r21c5b1fet.NEF,http://193.205.194.113/RAISE/TIFF/r21c5b1fet.TIF,9/20/2014 16:10,8/28/2012 7:52,9.90 MB,L (4288 x 2848),52:32.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/3200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r21ccb830t,http://193.205.194.113/RAISE/NEF/r21ccb830t.NEF,http://193.205.194.113/RAISE/TIFF/r21ccb830t.TIF,9/20/2014 23:49,3/10/2012 10:37,10.1 MB,L (4288 x 2848),37:35.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/50s,Aperture Priority,0EV,,Matrix,0.3EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,Indoor; objects
r21cffc69t,http://193.205.194.113/RAISE/NEF/r21cffc69t.NEF,http://193.205.194.113/RAISE/TIFF/r21cffc69t.TIF,9/20/2014 21:37,1/2/2012 1:25,22.9 MB,L (4928 x 3264),25:56.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,34mm,AF-A,Auto,ON,OFF,f/10,1/400s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r21d39201t,http://193.205.194.113/RAISE/NEF/r21d39201t.NEF,http://193.205.194.113/RAISE/TIFF/r21d39201t.TIF,9/21/2014 1:44,6/15/2014 11:09,22.4 MB,L (4928 x 3264),09:26.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/16,1/50s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r21d6c5cct,http://193.205.194.113/RAISE/NEF/r21d6c5cct.NEF,http://193.205.194.113/RAISE/TIFF/r21d6c5cct.TIF,9/21/2014 10:25,10/4/2013 9:23,21.3 MB,L (4928 x 3264),22:59.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,Manual,Single,ON,OFF,f/14,1/200s,,0EV,,Matrix,ISO 320,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r21d82535t,http://193.205.194.113/RAISE/NEF/r21d82535t.NEF,http://193.205.194.113/RAISE/TIFF/r21d82535t.TIF,9/21/2014 11:59,10/19/2013 9:08,20.6 MB,L (4928 x 3264),08:07.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/16,1/80s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r21daa2f4t,http://193.205.194.113/RAISE/NEF/r21daa2f4t.NEF,http://193.205.194.113/RAISE/TIFF/r21daa2f4t.TIF,9/20/2014 16:02,8/27/2012 11:45,9.90 MB,L (4288 x 2848),45:58.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/5.6,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,objects; outdoor
r21e7773at,http://193.205.194.113/RAISE/NEF/r21e7773at.NEF,http://193.205.194.113/RAISE/TIFF/r21e7773at.TIF,9/21/2014 0:13,6/8/2014 7:24,19.6 MB,L (4928 x 3264),23:59.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/22,1/100s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r21ea8f3dt,http://193.205.194.113/RAISE/NEF/r21ea8f3dt.NEF,http://193.205.194.113/RAISE/TIFF/r21ea8f3dt.TIF,9/20/2014 19:59,8/15/2012 11:12,17.8 MB,L (4928 x 3264),12:33.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Auto,ON,OFF,f/11,1/80s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
